2024-12-20T21:33:37.419579800,Swiss,broken clouds,-0.21
2024-12-20T21:33:38.556340600,Swiss,broken clouds,-0.21
2024-12-20T21:33:42.787247100,Mesir,clear sky,16.16
2024-12-20T21:33:47.725994800,Banjarmasin,overcast clouds,27.08
2024-12-20T21:34:03.467922200,Papua,light rain,24.83
